STATE,STATE_FIPS,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,BEGIN_LAT,BEGIN_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,5.00K,34.492,-79.8715,"The combination of Bermuda high pressure and an upper ridge created hot temperatures and a very unstable environment. Convection initiated along the Piedmont trough and the seabreeze with additional thunderstorms developing along outflow boundaries. A mid-level shortwave ahead of Tropical Storm Bill moved into the western Carolinas, enhancing the lift across northeast South Carolina and resulting in severe weather.",Several trees were reported down along U.S. 52.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,35.02,-82.5,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",FD reported four trees blown down in the Slater-Marietta area.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,35.01,-80.96,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",Public reported mutliple large trees blown down on the west side of Fort Mill. Public also reported minor roof damage to a business and numerous large limbs down.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33,-80.17,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.",A trained spotter relayed a report from a fire department of a very large tree down.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.98,-80.17,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.",The public reported trees down on Old Trolley Road near Savannah Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.07,-80.35,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.",A trained spotter reported several large tree limbs down near Cummings Chapel.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.2,-80.47,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.",Law enforcement reported a tree down at the intersection of Short Cut Road and Saint Paul Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,34.96,-81.03,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",Public reported a few trees blown down on the north side of Rock Hill.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,34.94,-80.97,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",Public reported quarter size hail near the intersection of I-77 and David Lyle Blvd. Post Office reported ping pong ball size hail 2 NE Rock hill.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,35.01,-80.96,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",Public reported quarter size hail on the west side of Fort Mill.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,35.01,-80.94,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",Public reported nickel size hail.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,35.01,-81.01,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",Public reported quarter size hail on India Hook Rd near Lake Wylie.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,35.03,-82.12,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",HAM radio operator reported penny size hail at New Cut Rd and Blue Sky Dr.
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,0.00K,34.4,-79.9,A slow moving cold front produced heavy rain.,Flooding was reported at the intersection of Peachland Drive and Hwy 52.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.7,-80.72,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.",The Colleton County 911 Call Center reported a tree down at the 2900 block of Combahee Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.44,-80.72,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.",The South Carolina Department of Highways reported a tree down at the intersection of Broad River Boulevard and Ice House Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.74,-80.62,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.",The South Carolina Department of Highways reported a tree down at the intersection of Green Pond Highway and Wisteria Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.23,-80.99,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.","A trained spotter relayed pictures through Twitter of one large tree uprooted, another one snapped off, and a large limb down on New Riverside Road."
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.98,-80.15,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.",The public reported large tree limbs down along Lake Jogasee Drive.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,33.9317,-79.2205,A weakening surface trough and the seabreeze boundary helped to develop strong to severe thunderstorms in an unstable environment.,A tree was reported down on Jordanville Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.71,-81.2,A strong line of organized thunderstorms developed across central and southeast Georgia in the early afternoon and pushed through southeast South Carolina in the late afternoon and evening hours. These thunderstorms produced damaging wind gusts as the progressed to the east.,South Carolina Highway Patrol reported a tree down and in the roadway near the intersection of Savannah Highway and Mt. Carmel Church Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.82,-81.15,A strong line of organized thunderstorms developed across central and southeast Georgia in the early afternoon and pushed through southeast South Carolina in the late afternoon and evening hours. These thunderstorms produced damaging wind gusts as the progressed to the east.,South Carolina Highway Patrol reported a tree down near the intersetion of Lake Warren Road and Highway 601.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.02,-81.31,A strong line of organized thunderstorms developed across central and southeast Georgia in the early afternoon and pushed through southeast South Carolina in the late afternoon and evening hours. These thunderstorms produced damaging wind gusts as the progressed to the east.,Allendale County dispatch reported a tree down across Highway 278 near Collums Lumber.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.91,-80.65,A strong line of organized thunderstorms developed across central and southeast Georgia in the early afternoon and pushed through southeast South Carolina in the late afternoon and evening hours. These thunderstorms produced damaging wind gusts as the progressed to the east.,South Carolina Highway Patrol reported a tree down blocking traffic on Robertson Boulevard near the intersection with Lemacks Street.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.43,-80.12,A strong line of organized thunderstorms developed across central and southeast Georgia in the early afternoon and pushed through southeast South Carolina in the late afternoon and evening hours. These thunderstorms produced damaging wind gusts as the progressed to the east.,South Carolina Highway Patrol reported a tree down near the intersection of Highway 45 and Edgewater Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,5.00K,34.52,-82.66,Scattered thunderstorms developed during the late afternoon and evening across Upstate South Carolina. Some of the storms produced brief severe weather in the form of large hail and damaging winds.,"NWS employee, the public, and a spotter reported multiple trees and some power lines blown down across the north side of Anderson. Affected areas included Ave of the Oaks, Concord Rd, and Altamont Ct. One tree fell on a porch."
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,32.98,-80.15,"Scattered diurnal thunderstorms developed in the early and middle afternoon hours across southeast South Carolina. Several of these storms became severe, producing large hail and damaging wind gusts.",The public reported nickel size hail along Jogassee Drive.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,7.00K,34.0196,-79.2017,A weakening surface trough and the seabreeze boundary helped to develop strong to severe thunderstorms in an unstable environment.,Several trees were reported snapped. Power lines and power poles were also reported down. The damage was along Bud Graham Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,33.9731,-79.7504,A weakening surface trough and the seabreeze boundary helped to develop strong to severe thunderstorms in an unstable environment.,A tree was reported in roadway near the intersection of Lynch Road and U.S. 52.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.0636,-79.5499,A weakening surface trough and the seabreeze boundary helped to develop strong to severe thunderstorms in an unstable environment.,A tree was reported down on North Old River Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.9,-80.67,A strong line of organized thunderstorms developed across central and southeast Georgia in the early afternoon and pushed through southeast South Carolina in the late afternoon and evening hours. These thunderstorms produced damaging wind gusts as the progressed to the east.,Colleton County dispatch reported a tree down across the road at the intersection of W Washington Street and Dowling Avenue.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.91,-80.49,A strong line of organized thunderstorms developed across central and southeast Georgia in the early afternoon and pushed through southeast South Carolina in the late afternoon and evening hours. These thunderstorms produced damaging wind gusts as the progressed to the east.,South Carolina Highway Patrol reported a tree down across the road in the 800 block of Bama Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.1,-80.24,A strong line of organized thunderstorms developed across central and southeast Georgia in the early afternoon and pushed through southeast South Carolina in the late afternoon and evening hours. These thunderstorms produced damaging wind gusts as the progressed to the east.,South Carolina Highway Patrol reported a tree down on Interstate 26 westbound near mile marker 192.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.79,-79.95,A strong line of organized thunderstorms developed across central and southeast Georgia in the early afternoon and pushed through southeast South Carolina in the late afternoon and evening hours. These thunderstorms produced damaging wind gusts as the progressed to the east.,Charleston County dispatch reported a tree down at the corner of Hagood Avenue and Spring Street.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.3,-82.62,Scattered thunderstorms developed during the late afternoon and evening across Upstate South Carolina. Some of the storms produced brief severe weather in the form of large hail and damaging winds.,County comms reported multiple trees blown down along East Broad St.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.9,-82.13,Scattered thunderstorms developed during the late afternoon and evening across Upstate South Carolina. Some of the storms produced brief severe weather in the form of large hail and damaging winds.,County comms reported trees and power lines blown down on Pauls Dr in Duncan and trees down on Alma St in Lyman.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,34.52,-82.65,Scattered thunderstorms developed during the late afternoon and evening across Upstate South Carolina. Some of the storms produced brief severe weather in the form of large hail and damaging winds.,Public reported 3/4 inch hail.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,34.55,-82.65,Scattered thunderstorms developed during the late afternoon and evening across Upstate South Carolina. Some of the storms produced brief severe weather in the form of large hail and damaging winds.,Public reported quarter size hail on Ave of the Oaks.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,0.25K,34.2003,-79.7989,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,Hail to the size of nickels was reported at the Food Lion on Cashua Drive.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.4017,-79.874,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reportedly in the roadway at the intersection of Jeffords Mill Road and Mont Clare Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.01,-81.4,Scattered afternoon thunderstorms developed within an inland trough and pushed into southeast South Carolina. A few of these storms became severe producing damaging wind gusts.,Law enforcement reported a tree blown down along Revolutionary Trail near the Concord Church Road intersection.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.99,-81.22,Scattered afternoon thunderstorms developed within an inland trough and pushed into southeast South Carolina. A few of these storms became severe producing damaging wind gusts.,Law Enforcement reported a tree blown down along Bufords Bridge Highway.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.25,-81.12,Scattered thunderstorms developed along the afternoon sea breeze ahead of an inland surface trough. A few of these storms became severe and produced large hail and damaging wind gusts.,Law enforcement reported trees down near mile marker 2 on Interstate 95.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,32.97,-80.2,Scattered thunderstorms developed along the afternoon sea breeze ahead of an inland surface trough. A few of these storms became severe and produced large hail and damaging wind gusts.,The public reported nickel size hail at the intersection of Bacons Bridge Road and Dorchester Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.3275,-79.8845,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reportedly down on Mineral Springs Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.4022,-79.8955,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reportedly down at the intersection of U.S. 52 and Dovesville Highway.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.65,-80.14,A broken line of thunderstorms developed ahead of a cold front in the afternoon hours. A few of these storms became strong enough to produce damaging wind gusts.,South Carolina DOT reported a tree blown down onto Bohicket Road at River Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.66,-80.75,A broken line of thunderstorms developed ahead of a cold front in the afternoon hours. A few of these storms became strong enough to produce damaging wind gusts.,South Carolina DOT reported a tree blown down on River Road at Big Estate Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.3922,-80.0288,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reported down on U.S. 15 and Black Creek Bridge.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.3188,-79.8768,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reported down at the intersection of Lawson Road and Spring Street.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,32.81,-80.07,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,A trained spotter reported 1 inch hail lasting 20 minutes approximately 1/2 mile south of West Ashley High School.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,32.81,-80.06,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,An off duty NWS employee relayed a picture of quarter size hail in the Carolina Bay subdivision.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,32.81,-80.06,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,A trained spotter reported nickel size hail along Glenn McConnell Parkway.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,32.82,-80.07,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,The media reported quarter size hail near the intersection of Glenn McConnell Parkway and Mary Ader Avenue.
SOUTH CAROLINA,45,2015,Lightning,0,0,0,0,10.00K,32.16,-80.78,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,An emergency manager reported a structure fire due to lightning in the 9 block area of Ashton Cove on Hilton Head Island.
SOUTH CAROLINA,45,2015,Lightning,0,0,0,0,10.00K,32.25,-80.89,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,An emergency manager reported a structure fire caused by lightning in the 20 block area of Ironwood Circle.
SOUTH CAROLINA,45,2015,Lightning,0,0,0,0,10.00K,32.32,-80.47,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,An emergency manager reported a structure fire due to lightning in the 600 block area of Dolphin Road on Fripp Island.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.08,-80.66,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,Law enforcement reported a tree down and blocking Interstate 95 near mile marker 67.5.
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,NA,32.84,-79.71,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,A resident on Dewees Island reports quarter sized hail.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.53,-80.88,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,Jasper County dispatch reported a tree down on Knowles Island Road near Palm Key.
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,37.50K,32.97,-80.02,"A mid level shortwave trough passed just north and west of the region throughout the day. Forcing associated with this feature interacted with a deep plume of moisture, helping produce widespread rain along and east of Interstate 95.  Training of showers and thunderstorms led to precipitation rates as high as 3 to 4 inches per hour and resulted in several areas of flash flooding particularly in the Charleston Tri-County region during the morning rush hour.  Many locations reported 4 to 8 inches of rain and an elevated morning high tide exacerbated flooding in coastal locations, including downtown Charleston.",The Berkeley County 911 Call Center reported flooding on Lighthouse Drive and Pineshadow Drive in Goose Creek. Three cars were also flooded. Flooding was also reported at the intersection of Howe Hall and Keyes Lane. One car was also stalled at the intersection. A ham radio operator also relayed a report of car submerged in water and floating at the intersection of Crystal Springs Drive and Tarpon Street.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.6,-81.23,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,Hampton County dispatch reported two trees down on Black Swamp Road near Cotton Hill Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.08,-80.85,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,The South Carolina State Highway Patrol reported a tree down near the intersection of Lodge Highway and Sunflower Drive.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.98,-79.82,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,The Berkeley County 911 Call Center reported a tree and power lines down on a mobile home along Highway 41.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.96,-80.02,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,A tree was reported down off of Foster Creek Road in Hanahan Plantation subdivision.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.98,-80.08,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,The South Carolina Highway Patrol reported a tree down along Interstate 26 near mile marker 205 westbound.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.02,-79.81,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,Law enforcement reported a tree down on Highway 41 near Cainhoy Elementary School.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.92,-80.05,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,An NWS employee reported a 6 inch diameter oak tree branch about 6 to 8 ft long was down on Stall Road near Midland Park Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.92,-80.68,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,Colleton County Emergency Management reported a pine tree blown down onto the road and the top was snapped off another pine tree near the intersection of Bells Highway and Kimbrell Street.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.94,-80.72,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,Colleton County Emergency Management reported a tree blown down across one lane at the intersection of Bells Highway and McClure Lane.
SOUTH CAROLINA,45,2015,Lightning,0,0,0,0,15.00K,32.45,-80.64,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,A member of the broadcast media relayed a report from the Fire Department of a house that was struck by lightning. Lightning hit the rear of the home and flames eventually came through the roof.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.08,-80.21,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,South Carolina Highway Patrol reports a tree down on Interstate 26 eastbound at mile marker 194 near Jedburg Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.82,-80.06,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,A large tree was reported down in Providence Commons.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.74,-80.61,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,The South Carolina Highway Patrol reported a tree down near the intersection of Wood Road and Green Pond Highway.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.8,-79.77,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,Multiple tree limbs reported down on power lines on Waterway Boulevard. Report received through social media.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.01,-80.04,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,A trained spotter reported a tree down on Highway 176 in the vicinity of Brandywine Apartments.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.23,-80.94,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,Law enforcement reported a tree down on Palmetto Bluff Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.43,-80.72,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,An emergency manager reported trees down near the intersection of North Street and Ribaut Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.22,-81.07,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,Law enforcement reported a tree down on Shady Oak Circle.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.35,-80.63,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,The Beaufort County 911 Call Center reported a tree down near the 40 block of Candy Johnson Drive.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.66,-80.82,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,The Beaufort County 911 Call Center reported a tree down on Sheldon Church Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.06,-80.24,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,Dorchester County dispatch reported a tree down on W 5th N Street at Kett Creek Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.01,-80.01,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,A 57 knot wind gust was measured at Liberty Hall Plantation by a Davis Vantage Pro 2 sensor. Report received through social media.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.98,-80.03,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,South Carolina Highway Patrol reported a tree down and in the roadway on Snake River Road near the intersection with Foster Creek Road.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.95,-80.07,Numerous showers and thunderstorms developed after midnight following an afternoon where the atmosphere was sufficiently capped. Thunderstorms developed along mesoscale boundaries and produced damaging wind gusts and even some hail.,A large tree limb reported down by Interstate 26 eastbound around mile marker 207. The branch was about four inches in diameter and about eight feet long. Report received through social media.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,210.00K,33.9898,-81.0077,Some thunderstorms developed over the central Midlands and took down trees and powerlines causing damage to homes and vehicles in the Columbia area.,"DOT and broadcast media reported numerous trees down and powerlines down on the southeast, east, and northeast side of Columbia.  Some trees fell on homes and vehicles causing significant damage."
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,12.00K,33.97,-81,Some thunderstorms developed over the central Midlands and took down trees and powerlines causing damage to homes and vehicles in the Columbia area.,Broadcast media reported flash flooding near Williams Brice Stadium and the Fairgrounds.  A couple of vehicles became trapped as the waters rose.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,32.35,-80.63,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,An emergency manager reported trees down on Candy Johnson Drive.
SOUTH CAROLINA,45,2015,Tornado,0,0,0,0,NA,33.37,-80,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,Several videos and pictures were taken of a waterspout on the northern end of Lake Moultrie. The waterspout did not make landfall.
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,NA,33.18,-80.75,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,The South Carolina Highway Patrol reported a tree down on Wire Road near the Dorchester and Orangeburg county line.
